Código,COUNTER,1,2,Total,CO_FRAC_RA
020050403,703.0,44.0,2.0,46.0,5_4_3
020050404,699.0,21.0,1.0,22.0,5_4_4
020050405,723.0,33.0,2.0,35.0,5_4_5
020050406,1027.0,50.0,2.0,52.0,5_4_6
020050407,553.0,28.0,1.0,29.0,5_4_7
020050408,1094.0,46.0,5.0,51.0,5_4_8
020050409,778.0,41.0,7.0,48.0,5_4_9
020050501,784.0,30.0,2.0,32.0,5_5_1
020050502,1353.0,57.0,4.0,61.0,5_5_2
020050503,743.0,17.0,0.0,17.0,5_5_3
020050504,727.0,50.0,3.0,53.0,5_5_4
020050505,593.0,40.0,2.0,42.0,5_5_5
020050506,716.0,25.0,2.0,27.0,5_5_6
020050507,890.0,42.0,2.0,44.0,5_5_7
020050508,710.0,41.0,2.0,43.0,5_5_8
020050601,740.0,39.0,0.0,39.0,5_6_1
020050602,991.0,53.0,1.0,54.0,5_6_2
020050603,877.0,38.0,0.0,38.0,5_6_3
020050604,1481.0,64.0,6.0,70.0,5_6_4
020050605,1134.0,59.0,2.0,61.0,5_6_5
020050606,907.0,36.0,5.0,41.0,5_6_6
020050607,894.0,34.0,7.0,41.0,5_6_7
020050608,922.0,45.0,3.0,48.0,5_6_8
020050701,1206.0,56.0,7.0,63.0,5_7_1
020050702,538.0,21.0,0.0,21.0,5_7_2
020050703,640.0,32.0,0.0,32.0,5_7_3
020050704,1364.0,62.0,8.0,70.0,5_7_4
020050705,1295.0,55.0,10.0,65.0,5_7_5
020050706,627.0,25.0,3.0,28.0,5_7_6
020050707,894.0,25.0,3.0,28.0,5_7_7
020050708,909.0,45.0,5.0,50.0,5_7_8
020050801,1171.0,53.0,7.0,60.0,5_8_1
020050802,703.0,25.0,1.0,26.0,5_8_2
020050803,1180.0,52.0,4.0,56.0,5_8_3
020050804,990.0,48.0,3.0,51.0,5_8_4
020050805,401.0,17.0,1.0,18.0,5_8_5
020050806,896.0,33.0,6.0,39.0,5_8_6
020050807,855.0,22.0,1.0,23.0,5_8_7
020050808,834.0,36.0,3.0,39.0,5_8_8
020050809,767.0,27.0,1.0,28.0,5_8_9
020050901,1082.0,44.0,0.0,44.0,5_9_1
020050902,601.0,23.0,0.0,23.0,5_9_2
020050903,575.0,11.0,0.0,11.0,5_9_3
020050904,526.0,24.0,0.0,24.0,5_9_4
020050905,576.0,26.0,1.0,27.0,5_9_5
020050906,572.0,41.0,1.0,42.0,5_9_6
020050907,485.0,31.0,2.0,33.0,5_9_7
020050908,941.0,44.0,0.0,44.0,5_9_8
020050909,924.0,38.0,5.0,43.0,5_9_9
020050910,806.0,51.0,8.0,59.0,5_9_10
020051001,1160.0,33.0,0.0,33.0,5_10_1
020051002,1082.0,46.0,3.0,49.0,5_10_2
020051003,416.0,23.0,3.0,26.0,5_10_3
020051004,557.0,19.0,1.0,20.0,5_10_4
020051005,749.0,27.0,8.0,35.0,5_10_5
020051006,791.0,36.0,4.0,40.0,5_10_6
020051007,1225.0,59.0,1.0,60.0,5_10_7
020051008,660.0,21.0,2.0,23.0,5_10_8
020051009,785.0,31.0,3.0,34.0,5_10_9
020051010,540.0,18.0,4.0,22.0,5_10_10
020051101,1144.0,54.0,7.0,61.0,5_11_1
020051102,894.0,35.0,3.0,38.0,5_11_2
020051103,694.0,35.0,2.0,37.0,5_11_3
020051104,682.0,25.0,2.0,27.0,5_11_4
020051105,764.0,38.0,1.0,39.0,5_11_5
020051106,747.0,36.0,1.0,37.0,5_11_6
020051107,1059.0,54.0,6.0,60.0,5_11_7
020051108,791.0,38.0,1.0,39.0,5_11_8
020051109,1026.0,34.0,6.0,40.0,5_11_9
020051110,855.0,46.0,5.0,51.0,5_11_10
020051201,606.0,15.0,9.0,24.0,5_12_1
020051202,1821.0,80.0,8.0,88.0,5_12_2
020051203,949.0,50.0,1.0,51.0,5_12_3
020051204,735.0,41.0,4.0,45.0,5_12_4
020051205,435.0,18.0,2.0,20.0,5_12_5
020051206,1575.0,59.0,1.0,60.0,5_12_6
020051207,897.0,64.0,3.0,67.0,5_12_7
020051301,856.0,27.0,2.0,29.0,5_13_1
020051302,710.0,35.0,0.0,35.0,5_13_2
020051303,759.0,30.0,0.0,30.0,5_13_3
020051304,731.0,27.0,5.0,32.0,5_13_4
020051305,795.0,46.0,7.0,53.0,5_13_5
020051306,850.0,30.0,4.0,34.0,5_13_6
020051307,739.0,30.0,7.0,37.0,5_13_7
020051308,940.0,31.0,1.0,32.0,5_13_8
020051309,1022.0,45.0,0.0,45.0,5_13_9
020051401,659.0,40.0,0.0,40.0,5_14_1
020051402,672.0,16.0,0.0,16.0,5_14_2
020051403,1153.0,63.0,4.0,67.0,5_14_3
020051404,931.0,36.0,3.0,39.0,5_14_4
020051405,1592.0,71.0,7.0,78.0,5_14_5
020051406,1229.0,57.0,1.0,58.0,5_14_6
020051407,454.0,18.0,0.0,18.0,5_14_7
020051408,650.0,28.0,2.0,30.0,5_14_8
020051409,907.0,50.0,3.0,53.0,5_14_9
020051501,1104.0,44.0,1.0,45.0,5_15_1
020051502,1099.0,44.0,2.0,46.0,5_15_2
020051503,586.0,32.0,5.0,37.0,5_15_3
020051504,1186.0,51.0,8.0,59.0,5_15_4
020051505,922.0,32.0,4.0,36.0,5_15_5
020051506,863.0,44.0,2.0,46.0,5_15_6
020051507,723.0,36.0,3.0,39.0,5_15_7
020051508,775.0,40.0,7.0,47.0,5_15_8
020051509,406.0,27.0,4.0,31.0,5_15_9
020051601,833.0,41.0,0.0,41.0,5_16_1
020051602,628.0,25.0,2.0,27.0,5_16_2
020051603,632.0,38.0,1.0,39.0,5_16_3
020051604,1025.0,69.0,1.0,70.0,5_16_4
020051605,846.0,38.0,0.0,38.0,5_16_5
020051606,715.0,42.0,3.0,45.0,5_16_6
020051607,604.0,31.0,17.0,48.0,5_16_7
020051608,1030.0,71.0,6.0,77.0,5_16_8
020051609,918.0,52.0,5.0,57.0,5_16_9
020051610,923.0,61.0,2.0,63.0,5_16_10
020051611,1063.0,60.0,0.0,60.0,5_16_11
020051701,706.0,43.0,3.0,46.0,5_17_1
020051702,815.0,45.0,1.0,46.0,5_17_2
020051703,754.0,30.0,3.0,33.0,5_17_3
020051704,842.0,59.0,5.0,64.0,5_17_4
020051705,747.0,43.0,1.0,44.0,5_17_5
020051706,775.0,32.0,2.0,34.0,5_17_6
020051707,906.0,52.0,0.0,52.0,5_17_7
020051708,938.0,48.0,12.0,60.0,5_17_8
020051709,558.0,21.0,4.0,25.0,5_17_9
020051710,757.0,51.0,1.0,52.0,5_17_10
020051711,879.0,33.0,1.0,34.0,5_17_11
020051801,943.0,36.0,3.0,39.0,5_18_1
020051802,900.0,49.0,5.0,54.0,5_18_2
020051803,852.0,45.0,1.0,46.0,5_18_3
020051804,788.0,51.0,1.0,52.0,5_18_4
020051805,828.0,48.0,6.0,54.0,5_18_5
020051806,684.0,40.0,3.0,43.0,5_18_6
020051807,724.0,34.0,0.0,34.0,5_18_7
020051808,408.0,32.0,4.0,36.0,5_18_8
020051809,689.0,37.0,1.0,38.0,5_18_9
020051810,818.0,47.0,1.0,48.0,5_18_10
020051811,718.0,22.0,4.0,26.0,5_18_11
020051901,856.0,48.0,5.0,53.0,5_19_1
020051902,692.0,27.0,2.0,29.0,5_19_2
020051903,929.0,34.0,9.0,43.0,5_19_3
020051904,994.0,60.0,3.0,63.0,5_19_4
020051905,768.0,24.0,5.0,29.0,5_19_5
020051906,808.0,37.0,8.0,45.0,5_19_6
020051907,446.0,27.0,4.0,31.0,5_19_7
020051908,922.0,39.0,3.0,42.0,5_19_8
020051909,605.0,20.0,0.0,20.0,5_19_9
020051910,798.0,31.0,2.0,33.0,5_19_10
020051911,1046.0,54.0,1.0,55.0,5_19_11
020052001,764.0,39.0,1.0,40.0,5_20_1
020052002,930.0,48.0,7.0,55.0,5_20_2
020052003,1065.0,71.0,12.0,83.0,5_20_3
020052004,804.0,40.0,0.0,40.0,5_20_4
020052005,901.0,52.0,6.0,58.0,5_20_5
020052006,846.0,45.0,8.0,53.0,5_20_6
020052007,912.0,58.0,4.0,62.0,5_20_7
020052008,907.0,66.0,5.0,71.0,5_20_8
020052009,861.0,50.0,5.0,55.0,5_20_9
020052010,962.0,46.0,3.0,49.0,5_20_10
020052011,830.0,35.0,5.0,40.0,5_20_11
020052012,905.0,74.0,6.0,80.0,5_20_12
020052101,860.0,30.0,2.0,32.0,5_21_1
020052102,857.0,44.0,7.0,51.0,5_21_2
020052103,531.0,32.0,0.0,32.0,5_21_3
020052104,914.0,51.0,4.0,55.0,5_21_4
020052105,640.0,31.0,2.0,33.0,5_21_5
020052106,717.0,30.0,4.0,34.0,5_21_6
020052107,719.0,47.0,6.0,53.0,5_21_7
020052108,728.0,54.0,4.0,58.0,5_21_8
020052109,726.0,41.0,10.0,51.0,5_21_9
020052110,599.0,21.0,4.0,25.0,5_21_10
020052111,694.0,49.0,4.0,53.0,5_21_11
020052201,738.0,52.0,3.0,55.0,5_22_1
020052202,827.0,59.0,6.0,65.0,5_22_2
020052203,629.0,38.0,1.0,39.0,5_22_3
020052204,936.0,48.0,10.0,58.0,5_22_4
020052205,801.0,47.0,3.0,50.0,5_22_5
020052206,938.0,56.0,11.0,67.0,5_22_6
020052207,1596.0,91.0,4.0,95.0,5_22_7
020052208,713.0,56.0,5.0,61.0,5_22_8
020052209,901.0,70.0,2.0,72.0,5_22_9
020052210,858.0,46.0,7.0,53.0,5_22_10
020052211,894.0,58.0,4.0,62.0,5_22_11
020052212,909.0,44.0,5.0,49.0,5_22_12
020052213,678.0,37.0,19.0,56.0,5_22_13
020060101,677.0,38.0,3.0,41.0,6_1_1
020060102,824.0,42.0,1.0,43.0,6_1_2
020060103,888.0,49.0,6.0,55.0,6_1_3
020060104,698.0,36.0,3.0,39.0,6_1_4
020060105,1124.0,55.0,0.0,55.0,6_1_5
020060106,938.0,49.0,5.0,54.0,6_1_6
020060107,692.0,47.0,5.0,52.0,6_1_7
020060108,871.0,58.0,3.0,61.0,6_1_8
020060109,715.0,52.0,3.0,55.0,6_1_9
020060110,620.0,21.0,5.0,26.0,6_1_10
020060111,675.0,43.0,2.0,45.0,6_1_11
020060112,622.0,32.0,3.0,35.0,6_1_12
020060201,1081.0,72.0,3.0,75.0,6_2_1
020060202,899.0,62.0,0.0,62.0,6_2_2
020060203,591.0,47.0,0.0,47.0,6_2_3
020060204,667.0,35.0,1.0,36.0,6_2_4
020060205,634.0,43.0,0.0,43.0,6_2_5
020060206,905.0,49.0,2.0,51.0,6_2_6
020060207,737.0,30.0,2.0,32.0,6_2_7
020060208,1089.0,64.0,3.0,67.0,6_2_8
020060209,660.0,40.0,3.0,43.0,6_2_9
020060210,917.0,47.0,1.0,48.0,6_2_10
020060211,1327.0,62.0,8.0,70.0,6_2_11
020060301,962.0,45.0,4.0,49.0,6_3_1
020060302,874.0,53.0,0.0,53.0,6_3_2
020060303,909.0,46.0,8.0,54.0,6_3_3
020060304,635.0,43.0,0.0,43.0,6_3_4
020060305,720.0,42.0,3.0,45.0,6_3_5
020060306,880.0,38.0,1.0,39.0,6_3_6
020060307,876.0,37.0,2.0,39.0,6_3_7
020060308,732.0,30.0,2.0,32.0,6_3_8
020060309,1142.0,70.0,5.0,75.0,6_3_9
020060310,864.0,33.0,5.0,38.0,6_3_10
020060401,554.0,23.0,2.0,25.0,6_4_1
020060402,658.0,41.0,0.0,41.0,6_4_2
020060403,831.0,38.0,0.0,38.0,6_4_3
020060404,773.0,36.0,1.0,37.0,6_4_4
020060405,731.0,46.0,0.0,46.0,6_4_5
020060406,774.0,38.0,2.0,40.0,6_4_6
020060407,673.0,53.0,1.0,54.0,6_4_7
020060408,883.0,48.0,2.0,50.0,6_4_8
020060409,1080.0,29.0,3.0,32.0,6_4_9
020060410,804.0,31.0,0.0,31.0,6_4_10
020060411,762.0,39.0,1.0,40.0,6_4_11
020060501,741.0,25.0,3.0,28.0,6_5_1
020060502,1015.0,47.0,0.0,47.0,6_5_2
020060503,774.0,23.0,2.0,25.0,6_5_3
020060504,637.0,27.0,1.0,28.0,6_5_4
020060505,939.0,46.0,0.0,46.0,6_5_5
020060506,689.0,27.0,3.0,30.0,6_5_6
020060507,749.0,36.0,1.0,37.0,6_5_7
020060508,466.0,18.0,0.0,18.0,6_5_8
020060509,569.0,27.0,0.0,27.0,6_5_9
020060510,978.0,43.0,3.0,46.0,6_5_10
020060511,936.0,44.0,2.0,46.0,6_5_11
020060512,369.0,20.0,2.0,22.0,6_5_12
020060601,1118.0,30.0,5.0,35.0,6_6_1
020060602,1836.0,65.0,2.0,67.0,6_6_2
020060603,1107.0,58.0,3.0,61.0,6_6_3
020060604,482.0,29.0,0.0,29.0,6_6_4
020060605,677.0,28.0,0.0,28.0,6_6_5
020060606,786.0,58.0,4.0,62.0,6_6_6
020060607,741.0,20.0,2.0,22.0,6_6_7
020060608,1009.0,45.0,4.0,49.0,6_6_8
020060609,761.0,23.0,0.0,23.0,6_6_9
020060701,593.0,22.0,1.0,23.0,6_7_1
020060702,803.0,33.0,3.0,36.0,6_7_2
020060703,954.0,32.0,2.0,34.0,6_7_3
020060704,869.0,32.0,4.0,36.0,6_7_4
020060705,784.0,24.0,0.0,24.0,6_7_5
020060706,682.0,17.0,6.0,23.0,6_7_6
020060707,1151.0,37.0,2.0,39.0,6_7_7
020060708,740.0,35.0,3.0,38.0,6_7_8
020060709,769.0,21.0,2.0,23.0,6_7_9
020060710,778.0,34.0,0.0,34.0,6_7_10
020060711,613.0,32.0,3.0,35.0,6_7_11
020060712,652.0,52.0,0.0,52.0,6_7_12
020060713,491.0,21.0,0.0,21.0,6_7_13
020060801,832.0,44.0,1.0,45.0,6_8_1
020060802,1023.0,41.0,6.0,47.0,6_8_2
020060803,640.0,30.0,0.0,30.0,6_8_3
020060804,626.0,22.0,0.0,22.0,6_8_4
020060805,511.0,17.0,2.0,19.0,6_8_5
020060806,1320.0,69.0,2.0,71.0,6_8_6
020060807,664.0,25.0,0.0,25.0,6_8_7
020060808,1333.0,48.0,5.0,53.0,6_8_8
020060809,511.0,27.0,3.0,30.0,6_8_9
020060810,677.0,20.0,0.0,20.0,6_8_10
020060901,600.0,23.0,1.0,24.0,6_9_1
020060902,598.0,25.0,0.0,25.0,6_9_2
020060903,653.0,22.0,5.0,27.0,6_9_3
020060904,1012.0,48.0,3.0,51.0,6_9_4
020060905,438.0,10.0,0.0,10.0,6_9_5
020060906,864.0,33.0,0.0,33.0,6_9_6
020060907,540.0,33.0,3.0,36.0,6_9_7
020060908,401.0,13.0,0.0,13.0,6_9_8
020060909,838.0,44.0,0.0,44.0,6_9_9
020060910,735.0,26.0,1.0,27.0,6_9_10
020061001,604.0,15.0,0.0,15.0,6_10_1
020061002,564.0,24.0,0.0,24.0,6_10_2
020061003,791.0,24.0,1.0,25.0,6_10_3
020061004,712.0,26.0,1.0,27.0,6_10_4
020061005,959.0,28.0,2.0,30.0,6_10_5
020061006,956.0,24.0,2.0,26.0,6_10_6
020061007,592.0,14.0,0.0,14.0,6_10_7
020061008,1243.0,52.0,2.0,54.0,6_10_8
020061009,501.0,33.0,0.0,33.0,6_10_9
020061010,943.0,34.0,0.0,34.0,6_10_10
020061101,1053.0,57.0,4.0,61.0,6_11_1
020061102,550.0,19.0,0.0,19.0,6_11_2
020061103,876.0,31.0,0.0,31.0,6_11_3
020061104,782.0,24.0,1.0,25.0,6_11_4
020061105,581.0,30.0,3.0,33.0,6_11_5
020061106,727.0,31.0,2.0,33.0,6_11_6
020061107,755.0,41.0,4.0,45.0,6_11_7
020061108,779.0,30.0,0.0,30.0,6_11_8
020061109,723.0,22.0,1.0,23.0,6_11_9
020061110,536.0,22.0,0.0,22.0,6_11_10
020061201,522.0,18.0,1.0,19.0,6_12_1
020061202,556.0,16.0,2.0,18.0,6_12_2
020061203,629.0,25.0,4.0,29.0,6_12_3
020061204,360.0,10.0,2.0,12.0,6_12_4
020061205,841.0,29.0,0.0,29.0,6_12_5
020061206,571.0,17.0,1.0,18.0,6_12_6
020061207,685.0,14.0,2.0,16.0,6_12_7
020061208,741.0,37.0,0.0,37.0,6_12_8
020061209,773.0,27.0,0.0,27.0,6_12_9
020061210,536.0,19.0,1.0,20.0,6_12_10
020061211,814.0,33.0,2.0,35.0,6_12_11
020061212,519.0,29.0,1.0,30.0,6_12_12
020061301,689.0,25.0,0.0,25.0,6_13_1
020061302,1302.0,45.0,1.0,46.0,6_13_2
020061303,764.0,20.0,4.0,24.0,6_13_3
020061304,1240.0,58.0,3.0,61.0,6_13_4
020061305,873.0,31.0,0.0,31.0,6_13_5
020061306,535.0,22.0,0.0,22.0,6_13_6
020061307,862.0,31.0,0.0,31.0,6_13_7
020061308,1221.0,51.0,2.0,53.0,6_13_8
020061309,896.0,30.0,0.0,30.0,6_13_9
020061401,896.0,24.0,1.0,25.0,6_14_1
020061402,625.0,34.0,1.0,35.0,6_14_2
020061403,850.0,29.0,19.0,48.0,6_14_3
020061404,1059.0,45.0,1.0,46.0,6_14_4
020061405,1031.0,44.0,0.0,44.0,6_14_5
020061406,1161.0,55.0,3.0,58.0,6_14_6
020061407,539.0,15.0,0.0,15.0,6_14_7
020061408,540.0,18.0,1.0,19.0,6_14_8
020061409,794.0,27.0,2.0,29.0,6_14_9
020061410,912.0,35.0,2.0,37.0,6_14_10
020061501,671.0,29.0,1.0,30.0,6_15_1
020061502,1667.0,72.0,0.0,72.0,6_15_2
020061503,816.0,28.0,0.0,28.0,6_15_3
020061504,682.0,30.0,0.0,30.0,6_15_4
020061505,760.0,42.0,1.0,43.0,6_15_5
020061506,803.0,46.0,2.0,48.0,6_15_6
020061507,859.0,54.0,2.0,56.0,6_15_7
020061508,959.0,47.0,1.0,48.0,6_15_8
020061509,517.0,17.0,1.0,18.0,6_15_9
020061510,716.0,23.0,0.0,23.0,6_15_10
020061601,672.0,28.0,2.0,30.0,6_16_1
020061602,678.0,29.0,3.0,32.0,6_16_2
020061603,945.0,35.0,4.0,39.0,6_16_3
020061604,696.0,26.0,0.0,26.0,6_16_4
020061605,976.0,49.0,4.0,53.0,6_16_5
020061606,979.0,35.0,0.0,35.0,6_16_6
020061607,1040.0,52.0,2.0,54.0,6_16_7
020061608,1406.0,70.0,3.0,73.0,6_16_8
020061609,1087.0,54.0,4.0,58.0,6_16_9
020061610,1155.0,44.0,6.0,50.0,6_16_10
020061611,886.0,36.0,1.0,37.0,6_16_11
020061701,838.0,26.0,0.0,26.0,6_17_1
020061702,899.0,36.0,1.0,37.0,6_17_2
020061703,708.0,31.0,2.0,33.0,6_17_3
020061704,747.0,30.0,2.0,32.0,6_17_4
020061705,1730.0,60.0,2.0,62.0,6_17_5
020061706,1047.0,35.0,0.0,35.0,6_17_6
020061707,606.0,23.0,2.0,25.0,6_17_7
020061801,623.0,27.0,0.0,27.0,6_18_1
020061802,611.0,26.0,0.0,26.0,6_18_2
020061803,648.0,20.0,1.0,21.0,6_18_3
020061804,722.0,20.0,1.0,21.0,6_18_4
020061805,812.0,28.0,0.0,28.0,6_18_5
020061806,1083.0,54.0,0.0,54.0,6_18_6
020061807,1153.0,51.0,2.0,53.0,6_18_7
020061808,1071.0,38.0,1.0,39.0,6_18_8
020061809,819.0,38.0,3.0,41.0,6_18_9
020061901,887.0,31.0,0.0,31.0,6_19_1
020061902,1468.0,62.0,2.0,64.0,6_19_2
020061903,1420.0,51.0,1.0,52.0,6_19_3
020061904,1010.0,51.0,2.0,53.0,6_19_4
020061905,748.0,25.0,0.0,25.0,6_19_5
020061906,1017.0,46.0,2.0,48.0,6_19_6
020061907,966.0,39.0,2.0,41.0,6_19_7
020061908,907.0,28.0,1.0,29.0,6_19_8
020062001,491.0,22.0,0.0,22.0,6_20_1
020062002,558.0,16.0,0.0,16.0,6_20_2
020062003,970.0,43.0,1.0,44.0,6_20_3
020062004,532.0,23.0,0.0,23.0,6_20_4
020062005,836.0,51.0,0.0,51.0,6_20_5
020062006,824.0,37.0,0.0,37.0,6_20_6
020062007,603.0,23.0,1.0,24.0,6_20_7
020062008,1194.0,64.0,0.0,64.0,6_20_8
020062009,770.0,36.0,4.0,40.0,6_20_9
020062010,864.0,30.0,0.0,30.0,6_20_10
020062101,620.0,19.0,0.0,19.0,6_21_1
020062102,992.0,42.0,0.0,42.0,6_21_2
020062103,1027.0,53.0,1.0,54.0,6_21_3
020062104,614.0,28.0,2.0,30.0,6_21_4
020062105,784.0,33.0,1.0,34.0,6_21_5
020062106,523.0,31.0,3.0,34.0,6_21_6
020062107,963.0,47.0,3.0,50.0,6_21_7
020062108,1223.0,58.0,6.0,64.0,6_21_8
020062109,740.0,40.0,2.0,42.0,6_21_9
020062110,825.0,36.0,0.0,36.0,6_21_10
020062111,1008.0,57.0,2.0,59.0,6_21_11
020070101,601.0,34.0,11.0,45.0,7_1_1
020070102,891.0,66.0,24.0,90.0,7_1_2
020070103,878.0,60.0,8.0,68.0,7_1_3
020070104,738.0,55.0,10.0,65.0,7_1_4
020070105,450.0,23.0,7.0,30.0,7_1_5
020070106,749.0,48.0,10.0,58.0,7_1_6
020070107,487.0,20.0,15.0,35.0,7_1_7
020070108,721.0,25.0,0.0,25.0,7_1_8
020070109,680.0,25.0,13.0,38.0,7_1_9
020070110,1125.0,48.0,6.0,54.0,7_1_10
020070201,828.0,55.0,4.0,59.0,7_2_1
020070202,989.0,51.0,3.0,54.0,7_2_2
020070203,824.0,46.0,2.0,48.0,7_2_3
020070204,1777.0,77.0,23.0,100.0,7_2_4
020070205,985.0,65.0,6.0,71.0,7_2_5
020070206,1100.0,80.0,8.0,88.0,7_2_6
020070207,724.0,44.0,7.0,51.0,7_2_7
020070208,712.0,38.0,7.0,45.0,7_2_8
020070209,998.0,62.0,9.0,71.0,7_2_9
020070301,689.0,24.0,2.0,26.0,7_3_1
020070302,953.0,46.0,1.0,47.0,7_3_2
020070303,1134.0,58.0,0.0,58.0,7_3_3
020070304,1174.0,73.0,6.0,79.0,7_3_4
020070305,787.0,38.0,1.0,39.0,7_3_5
020070306,924.0,34.0,1.0,35.0,7_3_6
020070307,1170.0,70.0,4.0,74.0,7_3_7
020070308,736.0,37.0,2.0,39.0,7_3_8
020070309,711.0,38.0,6.0,44.0,7_3_9
020070310,1062.0,44.0,3.0,47.0,7_3_10
020070401,1069.0,26.0,14.0,40.0,7_4_1
020070402,770.0,35.0,2.0,37.0,7_4_2
020070403,1012.0,32.0,1.0,33.0,7_4_3
020070404,1302.0,51.0,1.0,52.0,7_4_4
020070405,833.0,20.0,0.0,20.0,7_4_5
020070406,1174.0,80.0,5.0,85.0,7_4_6
020070407,1191.0,58.0,6.0,64.0,7_4_7
020070408,951.0,36.0,0.0,36.0,7_4_8
020070409,612.0,48.0,7.0,55.0,7_4_9
020070410,928.0,48.0,2.0,50.0,7_4_10
020070501,746.0,31.0,4.0,35.0,7_5_1
020070502,648.0,27.0,1.0,28.0,7_5_2
020070503,866.0,44.0,2.0,46.0,7_5_3
020070504,1024.0,41.0,2.0,43.0,7_5_4
020070505,1129.0,52.0,2.0,54.0,7_5_5
020070506,640.0,24.0,0.0,24.0,7_5_6
020070507,660.0,38.0,0.0,38.0,7_5_7
020070508,740.0,33.0,1.0,34.0,7_5_8
020070509,1098.0,56.0,9.0,65.0,7_5_9
020070601,927.0,38.0,3.0,41.0,7_6_1
020070602,801.0,43.0,0.0,43.0,7_6_2
020070603,631.0,47.0,4.0,51.0,7_6_3
020070604,834.0,32.0,6.0,38.0,7_6_4
020070605,899.0,40.0,7.0,47.0,7_6_5
020070606,908.0,43.0,2.0,45.0,7_6_6
020070607,869.0,33.0,1.0,34.0,7_6_7
020070608,439.0,18.0,3.0,21.0,7_6_8
020070609,687.0,28.0,0.0,28.0,7_6_9
020070701,641.0,23.0,3.0,26.0,7_7_1
020070702,586.0,29.0,7.0,36.0,7_7_2
020070703,958.0,38.0,1.0,39.0,7_7_3
020070704,639.0,26.0,2.0,28.0,7_7_4
020070705,637.0,41.0,0.0,41.0,7_7_5
020070706,959.0,49.0,7.0,56.0,7_7_6
020070707,665.0,28.0,5.0,33.0,7_7_7
020070708,506.0,26.0,0.0,26.0,7_7_8
020070709,936.0,43.0,11.0,54.0,7_7_9
020070710,789.0,21.0,0.0,21.0,7_7_10
020070711,613.0,24.0,1.0,25.0,7_7_11
020070801,682.0,21.0,3.0,24.0,7_8_1
020070802,879.0,33.0,3.0,36.0,7_8_2
020070803,583.0,22.0,2.0,24.0,7_8_3
020070804,821.0,35.0,1.0,36.0,7_8_4
020070805,1040.0,54.0,8.0,62.0,7_8_5
020070806,896.0,44.0,4.0,48.0,7_8_6
020070807,678.0,24.0,2.0,26.0,7_8_7
020070808,818.0,30.0,8.0,38.0,7_8_8
020070901,667.0,39.0,0.0,39.0,7_9_1
020070902,625.0,37.0,2.0,39.0,7_9_2
020070903,543.0,24.0,0.0,24.0,7_9_3
020070904,826.0,33.0,5.0,38.0,7_9_4
020070905,494.0,20.0,0.0,20.0,7_9_5
020070906,893.0,52.0,4.0,56.0,7_9_6
020070907,753.0,41.0,4.0,45.0,7_9_7
020070908,972.0,36.0,10.0,46.0,7_9_8
020070909,685.0,35.0,5.0,40.0,7_9_9
020070910,692.0,30.0,1.0,31.0,7_9_10
020070911,577.0,20.0,2.0,22.0,7_9_11
020071001,733.0,28.0,1.0,29.0,7_10_1
020071002,380.0,10.0,0.0,10.0,7_10_2
020071003,588.0,24.0,2.0,26.0,7_10_3
020071004,690.0,41.0,2.0,43.0,7_10_4
020071005,640.0,39.0,3.0,42.0,7_10_5
020071006,760.0,27.0,0.0,27.0,7_10_6
020071007,710.0,21.0,2.0,23.0,7_10_7
020071008,1072.0,56.0,2.0,58.0,7_10_8
020071009,682.0,21.0,1.0,22.0,7_10_9
020071010,932.0,32.0,2.0,34.0,7_10_10
020071101,855.0,32.0,6.0,38.0,7_11_1
020071102,863.0,50.0,1.0,51.0,7_11_2
020071103,850.0,55.0,5.0,60.0,7_11_3
020071104,939.0,58.0,1.0,59.0,7_11_4
020071105,548.0,30.0,2.0,32.0,7_11_5
020071106,801.0,21.0,0.0,21.0,7_11_6
020071107,1123.0,58.0,2.0,60.0,7_11_7
020071108,1005.0,49.0,5.0,54.0,7_11_8
020071109,987.0,54.0,0.0,54.0,7_11_9
020071110,645.0,37.0,1.0,38.0,7_11_10
020071201,1020.0,49.0,1.0,50.0,7_12_1
020071202,578.0,27.0,0.0,27.0,7_12_2
020071203,772.0,93.0,13.0,106.0,7_12_3
020071204,797.0,39.0,1.0,40.0,7_12_4
020071205,740.0,44.0,2.0,46.0,7_12_5
020071206,755.0,38.0,1.0,39.0,7_12_6
020071207,612.0,37.0,7.0,44.0,7_12_7
020071208,595.0,42.0,4.0,46.0,7_12_8
020071209,823.0,55.0,5.0,60.0,7_12_9
020071301,721.0,33.0,2.0,35.0,7_13_1
020071302,713.0,25.0,1.0,26.0,7_13_2
020071303,1000.0,30.0,5.0,35.0,7_13_3
020071304,562.0,29.0,1.0,30.0,7_13_4
020071305,819.0,37.0,1.0,38.0,7_13_5
020071306,744.0,45.0,0.0,45.0,7_13_6
020071307,549.0,23.0,0.0,23.0,7_13_7
020071308,560.0,37.0,1.0,38.0,7_13_8
020071309,493.0,26.0,0.0,26.0,7_13_9
020071310,497.0,20.0,0.0,20.0,7_13_10
020071311,750.0,54.0,0.0,54.0,7_13_11
020071312,692.0,49.0,2.0,51.0,7_13_12
020071313,565.0,31.0,0.0,31.0,7_13_13
020071314,709.0,49.0,3.0,52.0,7_13_14
020071315,503.0,25.0,3.0,28.0,7_13_15
020071401,833.0,47.0,5.0,52.0,7_14_1
020071402,817.0,59.0,4.0,63.0,7_14_2
020071403,725.0,34.0,2.0,36.0,7_14_3
